512	256	256	10	17	24	16	30	139	13
1024	1024	1024	7	25	21	28	23	169	21
1024	128	512	23	8	31	12	4	754	29
64	2048	128	23	26	32	28	17	188	28
64	512	64	10	20	24	4	40	244	35
256	256	64	14	3	6	28	9	308	18
64	64	128	9	29	23	20	27	140	32
256	2048	32	7	13	19	12	22	765	31
128	1024	512	5	27	20	16	11	579	28
2048	256	64	13	9	33	24	27	66	6
2048	2048	512	8	10	10	8	40	343	27
128	1024	256	5	13	32	4	12	308	31
256	256	512	27	6	9	32	8	381	33
256	64	512	14	19	18	12	17	59	24
64	256	512	5	23	10	24	11	227	12
2048	128	256	6	24	11	24	14	137	21
512	256	256	25	9	33	28	33	109	7
1024	1024	256	9	15	24	20	24	47	12
2048	1024	64	18	2	31	28	35	318	29
64	512	512	24	20	28	16	21	131	16
128	256	1024	4	23	31	12	17	320	14
256	1024	32	12	17	33	28	12	304	21
1024	1024	512	18	6	10	8	19	472	25
512	1024	512	28	3	15	16	33	857	34
64	128	64	16	18	16	20	22	167	14
128	64	128	25	5	26	32	3	121	12
512	256	64	4	32	31	24	17	163	34
1024	2048	512	28	12	26	32	16	311	25
512	2048	64	4	25	34	32	24	326	29
2048	64	32	19	2	3	28	9	513	30
256	1024	64	29	2	9	24	6	213	9
64	128	128	7	13	30	24	27	144	34
128	512	1024	6	13	19	12	37	56	15
1024	2048	1024	2	27	29	24	35	305	21
256	128	128	2	25	32	20	35	621	33
128	2048	32	2	21	17	4	21	370	13
64	2048	32	28	9	24	8	18	539	31
1024	1024	32	3	28	27	32	25	262	30
2048	64	1024	7	7	9	28	20	216	33
1024	64	256	20	2	31	32	17	81	16
1024	128	512	26	7	17	12	19	156	13
1024	64	32	31	7	16	32	29	488	28
128	2048	256	6	2	8	16	24	415	25
64	256	64	4	25	10	12	23	78	18
1024	64	512	9	6	15	12	31	112	31
256	512	32	3	29	9	16	18	513	32
128	256	1024	3	8	11	20	15	248	17
128	64	32	2	30	8	28	27	51	24
1024	2048	64	15	5	34	24	25	247	27
1024	64	64	9	5	33	4	38	593	33
1024	64	64	21	6	17	8	1	458	29
512	64	64	6	20	17	16	1	299	25
512	64	64	31	13	18	12	7	97	26
64	1024	128	22	11	33	24	21	93	5
512	2048	64	15	24	30	12	6	454	34
1024	1024	512	14	4	29	4	5	461	16
512	128	256	14	5	17	4	15	452	33
1024	1024	256	16	5	4	24	22	42	19
1024	2048	512	6	27	24	24	12	275	13
512	1024	64	23	13	30	12	33	441	31
256	128	256	21	18	24	12	2	265	35
512	128	512	4	8	19	24	28	315	13
128	128	128	21	4	10	24	11	148	32
1024	256	1024	18	4	17	12	31	451	18
256	128	128	4	15	28	24	31	746	35
256	2048	512	14	6	33	16	18	207	31
128	256	512	7	22	16	8	11	397	28
64	1024	256	11	4	9	12	24	10	10
1024	256	1024	7	4	20	24	10	460	30
512	256	32	11	7	20	28	21	201	33
256	128	1024	26	23	32	28	33	120	32
1024	512	64	20	4	33	16	33	605	32
1024	1024	32	31	2	27	12	33	408	29
64	128	256	23	2	7	20	34	53	29
2048	512	1024	2	30	29	28	3	32	19
64	1024	1024	2	20	4	20	20	64	33
