22	5	8	4	16	82	32
5	19	16	12	30	368	22
15	8	24	24	13	150	35
19	2	23	28	32	394	14
10	11	24	32	24	179	26
5	21	21	4	19	463	27
15	5	12	24	35	318	25
20	8	28	12	9	34	19
15	6	10	28	11	206	21
8	6	34	8	4	406	34
17	31	31	12	18	133	32
29	9	33	16	9	291	22
3	8	7	12	14	103	24
21	2	17	8	30	425	28
11	32	32	4	13	701	34
26	2	31	32	40	263	26
22	12	30	32	17	107	10
4	22	25	4	24	519	25
31	10	34	16	26	149	15
3	18	32	24	12	219	15
26	3	32	28	22	89	17
28	12	27	20	37	455	30
26	3	13	12	31	601	33
24	9	20	12	19	153	31
3	24	19	16	5	372	15
16	23	33	20	9	371	28
8	8	29	12	4	121	7
17	5	11	12	17	38	30
14	30	21	32	21	191	35
12	5	30	24	10	464	32
30	24	33	4	24	115	13
18	2	34	8	22	74	16
29	5	23	8	29	259	22
12	14	33	8	23	272	16
5	14	17	16	23	371	33
9	4	28	32	4	344	14
18	2	13	4	13	794	34
17	7	11	24	11	397	33
31	5	35	32	19	42	24
26	6	13	4	10	309	16
4	24	21	28	10	236	19
6	27	24	4	35	217	16
3	18	6	12	19	313	32
18	20	25	32	23	41	31
15	6	4	32	8	88	26
10	8	27	8	20	281	20
10	27	27	12	31	741	34
7	3	10	24	8	341	16
8	6	5	16	37	45	17
10	16	23	16	21	213	18
3	22	17	4	15	628	31
3	16	8	28	15	263	23
7	28	8	12	32	17	6
27	5	22	16	30	123	5
7	18	29	24	26	440	27
19	2	16	4	36	234	20
10	28	32	4	37	61	16
13	7	34	24	9	175	15
25	14	16	20	15	241	31
32	12	22	28	34	137	29
4	25	33	12	25	430	18
3	16	9	16	6	282	13
26	16	20	4	37	202	35
19	13	13	32	1	56	34
4	7	18	32	9	277	18
31	3	16	20	23	102	7
13	2	22	28	35	544	28
26	4	7	32	17	57	24
24	11	13	8	12	18	3
16	20	16	32	2	138	30
30	4	23	28	28	30	28
7	12	8	20	27	229	29
31	9	27	4	11	245	35
5	23	14	28	3	64	20
4	12	23	28	11	90	6
21	5	35	16	26	534	26
26	8	19	12	22	518	31
5	23	20	16	24	418	20
12	15	32	8	8	71	16
13	27	29	24	36	418	31
2	24	13	20	5	169	8
9	6	11	16	14	512	29
5	3	5	8	17	136	10
6	6	8	16	30	159	31
18	3	22	20	7	810	35
6	30	26	24	4	529	32
12	9	8	8	4	151	32
8	18	27	20	32	115	5
31	16	21	12	27	76	31
6	13	18	24	9	61	17
6	28	21	28	33	144	6
29	2	12	32	17	26	17
5	7	27	20	20	41	6
11	6	9	16	34	612	31
9	9	27	32	30	571	33
12	2	19	24	36	608	21
2	15	13	4	31	584	26
11	19	21	12	27	287	19
11	25	24	12	10	57	24
19	18	22	16	14	14	1
19	18	34	32	40	34	7
5	23	29	32	40	326	16
9	14	28	32	22	660	35
29	4	23	32	40	231	26
19	3	4	4	30	33	3
5	26	31	32	27	76	7
10	28	25	16	37	299	32
15	29	25	28	32	458	33
9	24	35	16	32	434	30
2	22	5	4	6	676	31
4	8	21	12	13	744	26
3	3	3	4	22	582	24
25	8	31	20	22	427	18
3	32	24	12	35	352	33
3	16	27	32	16	722	31
6	15	19	8	18	160	21
17	16	25	28	18	461	29
6	18	21	4	8	232	22
9	3	13	28	25	62	34
14	7	15	16	33	162	14
17	2	21	28	33	541	25
10	25	23	32	19	382	31
26	4	20	28	29	72	6
8	24	25	12	6	62	23
7	7	24	32	24	434	15
2	20	5	32	38	142	26
22	6	30	8	25	113	14
6	18	7	20	26	179	33
5	29	33	20	7	564	31
3	24	9	8	6	694	30
4	13	11	20	32	366	33
32	17	29	32	1	165	16
10	15	11	32	39	499	28
4	3	5	12	14	299	34
11	2	12	12	38	139	20
26	16	34	20	29	343	21
13	2	4	4	32	650	27
29	6	18	12	13	280	25
5	7	10	28	6	493	21
21	8	14	16	13	395	32
9	32	24	24	23	59	30
16	29	17	32	5	57	19
8	29	12	32	3	81	29
7	20	21	16	31	203	22
23	17	16	28	28	191	33
3	31	4	8	34	59	33
4	16	29	28	12	82	25
11	29	14	16	25	149	24
29	11	30	20	27	436	24
9	11	8	24	39	243	33
13	15	24	24	2	294	27
2	26	26	28	10	26	19
4	29	23	32	32	713	33
17	25	28	12	34	78	34
19	8	34	12	18	801	31
10	9	28	16	28	236	16
11	26	18	12	39	42	27
20	9	33	24	10	144	12
12	12	34	16	40	130	6
9	14	24	24	36	247	19
6	11	28	24	14	91	24
8	3	3	16	6	539	31
18	18	23	28	12	456	29
7	7	7	20	10	270	28
6	6	18	12	6	103	33
2	3	4	32	30	299	27
8	10	29	4	38	273	22
4	23	18	16	22	680	28
11	12	6	16	36	46	20
19	3	31	16	17	577	29
28	2	6	4	21	119	17
2	19	21	16	12	335	17
16	5	31	12	25	502	20
32	9	15	20	29	24	16
4	30	15	8	24	149	25
15	13	25	12	3	245	33
13	9	25	12	16	911	35
32	4	35	12	14	23	14
31	4	27	16	19	244	12
7	7	6	12	19	128	25
13	4	8	16	13	42	15
16	4	13	4	6	528	21
15	13	30	12	32	333	29
25	14	25	20	31	56	5
4	19	13	16	9	156	24
9	19	32	16	11	267	13
8	19	25	32	24	432	21
20	8	30	4	4	782	32
15	7	35	28	17	225	15
18	8	28	32	38	307	24
13	5	23	12	6	415	29
15	2	25	8	39	222	25
9	4	15	8	17	524	24
12	30	20	4	3	187	14
22	4	34	32	20	705	32
24	20	16	16	29	42	29
12	15	28	24	8	305	26
8	13	10	32	32	328	24
30	20	34	24	38	104	15
27	5	10	8	33	462	32
10	32	26	20	4	102	21
19	16	24	28	4	273	17
27	8	35	4	9	496	27
13	12	35	24	7	542	24
13	29	26	4	7	307	22
25	22	28	20	34	19	12
31	11	20	24	10	29	15
14	4	33	32	34	122	25
31	5	19	28	25	239	20
23	11	15	16	29	213	18
22	10	13	12	11	77	18
23	7	31	28	5	73	3
5	17	3	24	38	18	14
21	3	31	4	37	215	23
15	3	9	16	27	289	26
8	21	35	4	27	108	10
16	21	24	32	15	53	25
