265	33	2	150
128	15	1	350
201	32	1	250
309	15	3	50
669	33	1	200
218	35	2	100
470	32	2	400
161	34	1	100
321	30	1	400
129	22	1	100
197	13	2	350
747	27	4	350
343	33	3	150
270	11	4	250
92	23	1	400
561	28	1	200
151	25	2	50
484	18	2	150
465	34	2	300
152	27	3	50
284	28	4	400
15	10	3	250
51	22	3	50
607	30	2	400
165	9	4	350
238	28	3	250
271	19	4	400
139	27	1	350
526	27	2	50
99	6	1	400
217	20	1	200
94	30	4	350
120	17	2	100
124	32	1	300
372	28	2	200
84	18	1	250
882	35	3	350
77	19	4	150
111	18	2	400
456	20	4	350
379	24	1	300
135	27	2	200
343	27	4	150
107	27	4	350
214	11	2	200
42	17	2	50
614	24	2	400
559	33	3	400
58	11	1	50
423	28	1	200
221	28	4	350
763	27	2	300
889	35	1	200
529	34	2	50
171	35	4	100
413	22	3	100
654	34	3	350
37	16	2	50
224	28	3	400
74	26	3	300
279	15	2	200
165	7	3	100
546	29	3	100
22	13	3	250
195	23	4	50
123	35	4	150
43	15	2	300
45	9	1	250
217	9	1	300
217	25	3	200
292	19	3	350
210	30	2	250
154	31	1	250
580	32	1	50
163	28	2	150
48	11	2	350
244	23	3	150
101	24	2	300
189	35	4	100
348	26	4	350
276	19	4	200
497	32	2	50
147	29	3	250
767	30	1	350
693	32	2	400
615	35	2	400
215	24	4	100
165	9	2	50
208	31	2	300
464	30	3	50
412	31	4	100
37	32	2	150
186	24	3	250
586	29	3	150
642	30	3	400
340	35	2	300
615	30	4	200
85	35	4	400
260	18	3	400
383	29	4	100
210	18	4	250
328	26	4	350
463	32	3	250
125	28	2	50
434	29	2	50
407	24	3	350
350	34	2	50
36	11	4	150
93	11	2	150
177	14	2	200
37	5	3	350
408	21	1	200
458	26	2	300
129	33	3	50
321	24	2	150
253	15	1	100
62	11	4	350
121	18	1	350
122	34	3	350
76	8	1	150
309	25	4	350
514	35	1	350
232	25	2	200
478	20	3	150
95	25	2	250
35	15	3	200
304	31	4	250
743	26	2	50
434	31	4	300
375	31	3	250
60	27	3	200
559	21	4	300
298	32	2	150
44	25	2	250
115	18	3	100
102	22	3	100
180	12	1	200
203	34	2	200
506	30	4	350
54	34	3	100
324	26	2	150
252	18	4	250
137	30	2	300
384	33	1	150
178	27	1	350
366	26	1	200
106	29	3	300
708	31	4	150
141	33	3	350
41	28	3	50
146	34	4	250
76	29	3	100
271	24	4	100
217	27	3	150
40	5	4	50
274	27	3	100
93	34	1	300
149	7	2	350
169	30	1	250
260	20	2	50
544	27	4	150
621	31	1	300
81	13	1	250
167	20	3	300
382	34	4	350
636	24	1	400
767	28	2	250
188	25	3	100
199	34	1	200
46	4	4	350
383	23	1	350
471	29	3	150
87	22	2	250
491	26	4	200
280	23	3	200
245	30	1	50
436	33	4	250
170	22	1	300
50	34	2	400
64	15	2	350
46	28	2	400
335	25	3	50
343	18	1	200
76	22	3	50
466	24	1	400
143	9	1	200
177	8	2	300
357	16	4	100
119	28	4	150
626	31	2	100
170	16	4	250
104	14	4	100
261	15	4	300
171	10	4	50
392	32	2	300
82	29	1	150
110	29	3	50
430	35	2	350
267	31	4	400
348	24	3	150
512	33	3	100
215	35	3	200
429	25	4	350
82	7	1	100
143	10	2	400
149	31	1	150
101	7	1	400
316	35	1	150
140	35	2	150
420	28	1	100
125	29	3	300
67	33	2	350
332	34	1	50
29	19	2	400
211	27	3	250
184	26	4	350
374	23	2	50
289	34	2	300
313	35	4	350
50	31	1	350
119	18	4	200
541	35	2	300
21	20	1	150
158	32	1	250
193	20	1	350
76	22	4	50
361	27	3	300
797	28	4	200
132	30	3	250
77	28	2	400
55	13	3	250
75	13	4	300
85	28	1	200
389	35	3	100
22	5	4	250
203	32	4	350
100	11	2	300
609	27	3	200
547	33	4	50
202	31	3	400
103	28	4	400
223	34	1	250
350	32	1	100
299	26	1	300
483	31	1	150
98	27	4	200
319	23	1	250
63	26	4	300
235	34	3	200
244	27	2	200
241	35	1	300
436	25	1	250
211	19	3	50
331	18	2	300
30	7	4	150
68	19	4	400
909	34	4	50
715	29	4	250
101	17	3	300
170	29	4	400
107	26	1	200
386	32	1	350
332	31	3	200
476	31	4	50
274	31	1	300
471	24	1	300
36	22	3	300
151	24	3	50
83	13	1	150
325	29	3	250
121	21	1	200
338	29	1	350
698	31	1	250
85	25	4	400
43	16	3	300
54	35	2	300
798	29	1	50
459	25	4	150
79	22	2	350
209	8	1	350
364	35	4	250
353	35	4	350
239	21	2	100
118	34	4	350
432	28	3	300
508	24	3	350
303	34	3	300
67	31	3	150
620	23	1	150
151	34	2	250
107	24	3	300
171	34	2	350
201	34	2	300
89	9	1	200
197	22	1	400
485	28	3	200
703	32	3	100
182	20	2	50
139	30	2	400
381	28	3	250
60	30	1	350
94	27	4	150
48	21	4	300
131	9	2	400
237	26	2	200
117	25	1	200
229	14	3	200
98	28	1	50
40	28	3	300
195	34	3	250
555	22	4	400
438	33	2	300
347	34	2	200
225	25	2	150
95	7	3	100
428	28	4	200
195	31	3	150
172	35	4	50
82	23	2	400
473	24	4	250
136	8	3	350
834	31	3	350
446	18	3	100
36	27	4	50
15	15	2	200
213	33	2	150
160	18	4	150
59	10	2	300
235	13	1	50
41	27	1	200
28	20	2	350
296	33	3	50
199	20	4	350
121	25	1	350
224	32	3	350
255	19	4	250
545	31	4	250
171	33	4	350
458	24	2	400
192	19	2	400
396	23	1	50
159	7	1	50
76	15	3	50
287	11	1	150
399	30	2	300
387	30	1	50
432	25	1	250
229	35	1	300
667	29	4	350
228	12	2	300
460	33	4	200
320	23	4	300
447	23	4	350
130	32	4	100
18	14	1	150
538	30	2	200
66	3	3	200
22	21	4	150
157	16	1	200
266	22	1	200
90	25	4	100
96	22	2	400
272	15	1	150
345	21	4	200
68	4	1	300
45	11	3	300
335	35	3	250
74	25	2	50
254	17	3	100
264	32	4	400
44	5	2	50
197	12	1	100
196	18	3	350
372	28	4	200
347	32	4	200
294	25	3	100
36	34	1	400
368	35	4	50
653	27	3	300
36	4	4	100
284	28	4	150
450	31	2	150
358	24	2	250
376	21	1	200
108	31	4	300
124	19	4	400
196	17	2	100
44	20	4	250
76	33	1	250
428	30	2	300
264	18	3	50
394	34	4	400
262	21	4	100
440	28	4	150
10	6	2	100
98	19	2	400
236	10	2	350
330	28	4	150
16	15	3	100
63	34	3	400
58	20	4	100
149	33	1	350
694	33	2	200
511	23	4	250
121	23	1	200
35	2	3	400
289	24	1	200
41	22	2	100
795	32	2	350
499	24	4	100
111	8	4	50
147	25	2	100
131	28	3	300
123	31	1	400
199	15	3	300
183	17	2	150
286	33	4	200
47	9	3	250
613	30	3	350
406	19	2	250
338	32	4	300
195	26	2	400
609	25	1	300
119	15	1	50
216	14	2	250
45	16	1	300
85	13	4	100
112	18	3	350
216	27	1	300
281	33	3	150
542	35	1	50
47	3	4	300
296	21	2	400
260	26	3	400
355	16	2	300
315	22	2	100
138	7	3	250
88	25	3	50
223	24	4	200
144	21	1	400
66	12	3	50
323	23	2	400
238	16	2	50
59	13	4	300
93	10	4	200
359	30	2	250
60	28	3	300
323	35	4	200
234	26	2	50
404	22	4	150
65	24	1	400
337	27	3	50
83	7	1	50
167	17	2	350
627	31	1	400
515	30	2	100
42	23	1	150
169	21	2	300
228	26	2	350
161	28	4	250
600	31	1	250
56	22	2	150
40	13	2	100
369	35	4	150
284	35	3	50
430	30	1	350
196	21	1	400
71	20	2	50
683	25	1	300
738	35	3	100
567	25	2	250
447	32	2	300
240	33	2	300
354	32	4	100
71	33	1	350
125	23	4	250
227	17	2	150
755	27	2	400
570	31	4	300
161	34	3	200
645	29	1	400
320	13	3	150
503	33	1	100
538	27	4	100
437	28	4	300
116	33	3	250
392	17	1	150
395	30	3	50
306	24	1	100
99	8	2	50
49	15	2	350
283	28	3	300
127	28	3	250
306	21	1	300
235	18	4	400
220	24	2	300
45	10	2	300
127	25	1	300
222	25	4	350
389	29	1	50
63	33	1	250
42	24	4	100
83	6	2	50
339	18	4	300
155	16	2	100
19	16	4	350
163	26	3	100
32	20	3	350
145	9	1	200
418	17	1	50
337	29	1	400
796	35	1	150
45	34	4	400
91	8	4	300
235	32	1	100
53	10	4	300
218	20	1	200
389	31	2	250
541	31	1	100
114	24	3	400
495	28	3	50
145	28	1	400
168	30	1	350
238	15	4	300
869	35	4	150
265	28	3	250
393	31	4	150
395	23	2	150
308	33	4	350
301	15	3	250
267	27	4	50
130	34	1	300
