15	25	34	16	4
30	20	35	32	11
8	23	34	8	23
17	20	17	16	30
16	10	15	12	8
14	13	19	8	27
3	11	7	8	39
4	24	7	8	16
31	16	26	12	17
7	24	23	28	38
13	4	33	4	36
5	22	21	12	28
19	31	23	20	4
13	12	28	8	31
8	16	34	24	40
16	10	20	32	33
31	29	34	4	36
18	21	22	28	22
10	29	16	8	11
21	7	5	28	20
23	11	23	4	21
18	21	34	8	34
2	26	35	32	40
5	28	22	24	19
10	23	14	16	39
2	8	10	32	9
4	9	22	20	39
3	22	6	28	39
7	18	33	24	31
6	7	33	4	29
17	4	6	12	37
5	11	14	28	2
5	19	34	8	15
7	26	7	12	26
8	15	23	32	40
10	14	11	12	34
7	18	28	32	11
24	2	22	12	13
7	17	35	28	39
8	24	9	12	34
4	15	26	8	37
26	2	18	12	19
11	25	30	32	6
2	5	7	32	22
2	28	22	16	11
2	8	12	16	20
15	28	20	12	34
8	8	10	4	19
9	20	10	20	27
4	15	3	32	10
15	9	12	32	11
15	3	16	32	14
7	31	34	16	6
13	16	10	20	2
22	20	31	16	15
12	15	25	28	31
17	4	26	8	24
6	25	32	24	13
31	21	21	4	10
25	31	29	16	35
2	23	12	20	31
18	3	11	12	1
24	27	28	12	24
3	29	4	4	13
27	4	35	4	19
22	6	23	32	39
7	22	5	16	9
18	6	12	20	11
13	16	24	8	11
27	9	22	4	15
2	30	4	32	8
28	21	21	32	7
19	22	34	24	11
14	17	28	20	15
4	13	6	20	21
24	26	26	4	8
19	15	15	8	38
9	29	22	32	33
13	10	16	20	37
2	11	5	8	19
2	30	8	20	24
19	32	28	12	12
25	8	21	20	29
25	10	33	8	4
15	7	8	16	25
20	24	22	28	36
24	21	31	20	1
15	30	28	20	29
8	17	32	8	8
25	3	13	12	31
17	25	25	16	16
26	12	22	32	23
12	17	21	28	16
6	23	23	8	12
10	17	8	4	23
21	3	31	4	30
31	23	27	12	38
29	5	17	8	29
10	7	26	20	16
32	9	16	8	37
16	30	30	16	19
17	12	29	8	31
6	18	23	4	15
23	8	27	16	10
10	9	33	24	7
8	15	16	12	21
7	10	16	32	14
