257	22	2	150
144	18	4	350
819	33	4	250
87	28	4	50
78	14	3	200
666	30	2	100
339	28	3	400
27	3	4	100
131	21	1	400
483	23	3	100
147	29	2	350
65	35	3	350
231	27	3	150
35	17	1	250
320	24	3	400
249	24	1	200
43	29	4	50
24	15	4	150
9	1	2	300
129	16	3	50
423	29	3	400
698	32	1	250
397	34	3	50
110	24	4	400
320	33	3	350
171	26	4	250
536	33	2	400
230	10	2	350
219	25	2	50
82	18	2	400
162	9	4	200
417	30	2	350
99	18	4	100
427	21	4	300
606	35	4	200
397	31	1	250
133	31	3	350
160	27	1	150
664	32	2	400
257	29	1	350
77	31	3	300
730	33	1	200
548	33	1	150
539	32	3	350
135	21	1	200
808	28	2	50
113	24	1	400
43	11	2	400
458	19	3	50
390	25	2	200
484	31	4	350
16	14	4	300
70	26	1	200
219	30	1	50
322	34	1	100
31	22	1	100
237	28	2	350
136	22	1	50
98	15	3	400
208	13	2	300
78	24	2	200
105	34	3	100
129	14	2	100
619	24	4	250
349	33	2	50
78	25	2	150
417	30	2	300
288	32	2	250
74	25	3	300
236	16	2	200
276	28	2	350
99	20	4	250
257	15	2	250
95	32	4	50
582	26	4	150
170	13	2	350
388	27	2	150
362	32	3	300
450	29	3	100
28	24	1	350
285	24	1	200
61	19	3	50
39	18	3	250
131	33	2	350
93	16	4	400
246	31	3	400
660	33	1	100
247	32	4	50
700	29	3	300
121	27	1	50
307	20	1	100
403	28	4	150
153	34	2	250
70	28	2	150
263	29	3	400
14	6	3	300
43	18	2	200
200	35	2	400
428	35	1	400
599	35	2	100
58	19	2	250
384	35	2	350
195	22	2	250
81	4	3	50
223	23	1	50
274	30	1	350
288	33	2	50
55	30	1	150
115	35	2	150
356	30	4	200
433	24	4	350
13	2	1	200
238	35	4	300
72	25	4	50
38	19	1	150
230	33	4	100
656	30	2	350
205	29	3	350
181	9	4	350
369	32	4	150
217	15	1	350
339	33	3	350
285	32	2	200
13	7	2	150
197	31	4	250
203	18	2	200
516	33	3	250
49	28	1	50
21	17	3	300
154	25	1	250
850	34	2	200
76	27	4	300
419	31	2	150
504	27	2	250
592	34	3	100
513	30	3	100
227	30	4	200
488	22	3	200
445	33	3	350
231	15	4	100
451	33	4	150
60	11	1	250
108	23	3	300
220	16	2	150
417	17	2	350
245	27	4	200
366	14	4	300
54	10	2	150
423	29	1	350
136	13	3	50
640	28	3	250
330	15	3	100
102	14	2	100
275	15	4	150
541	34	2	50
64	16	2	100
308	31	3	300
158	30	4	350
