257	22	2	150	265	33	2
144	18	4	350	128	15	1
819	33	4	250	201	32	1
87	28	4	50	309	15	3
78	14	3	200	669	33	1
666	30	2	100	218	35	2
339	28	3	400	470	32	2
27	3	4	100	161	34	1
131	21	1	400	321	30	1
483	23	3	100	129	22	1
147	29	2	350	197	13	2
65	35	3	350	747	27	4
231	27	3	150	343	33	3
35	17	1	250	270	11	4
320	24	3	400	92	23	1
249	24	1	200	561	28	1
43	29	4	50	151	25	2
24	15	4	150	484	18	2
9	1	2	300	465	34	2
129	16	3	50	152	27	3
423	29	3	400	284	28	4
698	32	1	250	15	10	3
397	34	3	50	51	22	3
110	24	4	400	607	30	2
320	33	3	350	165	9	4
171	26	4	250	238	28	3
536	33	2	400	271	19	4
230	10	2	350	139	27	1
219	25	2	50	526	27	2
82	18	2	400	99	6	1
162	9	4	200	217	20	1
417	30	2	350	94	30	4
99	18	4	100	120	17	2
427	21	4	300	124	32	1
606	35	4	200	372	28	2
397	31	1	250	84	18	1
133	31	3	350	882	35	3
160	27	1	150	77	19	4
664	32	2	400	111	18	2
257	29	1	350	456	20	4
77	31	3	300	379	24	1
730	33	1	200	135	27	2
548	33	1	150	343	27	4
539	32	3	350	107	27	4
135	21	1	200	214	11	2
808	28	2	50	42	17	2
113	24	1	400	614	24	2
43	11	2	400	559	33	3
458	19	3	50	58	11	1
390	25	2	200	423	28	1
484	31	4	350	221	28	4
16	14	4	300	763	27	2
70	26	1	200	889	35	1
219	30	1	50	529	34	2
322	34	1	100	171	35	4
31	22	1	100	413	22	3
237	28	2	350	654	34	3
136	22	1	50	37	16	2
98	15	3	400	224	28	3
208	13	2	300	74	26	3
78	24	2	200	279	15	2
105	34	3	100	165	7	3
129	14	2	100	546	29	3
619	24	4	250	22	13	3
349	33	2	50	195	23	4
78	25	2	150	123	35	4
417	30	2	300	43	15	2
288	32	2	250	45	9	1
74	25	3	300	217	9	1
236	16	2	200	217	25	3
276	28	2	350	292	19	3
99	20	4	250	210	30	2
257	15	2	250	154	31	1
95	32	4	50	580	32	1
582	26	4	150	163	28	2
170	13	2	350	48	11	2
388	27	2	150	244	23	3
362	32	3	300	101	24	2
450	29	3	100	189	35	4
28	24	1	350	348	26	4
285	24	1	200	276	19	4
61	19	3	50	497	32	2
39	18	3	250	147	29	3
131	33	2	350	767	30	1
93	16	4	400	693	32	2
246	31	3	400	615	35	2
660	33	1	100	215	24	4
247	32	4	50	165	9	2
700	29	3	300	208	31	2
121	27	1	50	464	30	3
307	20	1	100	412	31	4
403	28	4	150	37	32	2
153	34	2	250	186	24	3
70	28	2	150	586	29	3
263	29	3	400	642	30	3
14	6	3	300	340	35	2
43	18	2	200	615	30	4
200	35	2	400	85	35	4
428	35	1	400	260	18	3
599	35	2	100	383	29	4
58	19	2	250	210	18	4
384	35	2	350	328	26	4
195	22	2	250	463	32	3
81	4	3	50	125	28	2
223	23	1	50	434	29	2
274	30	1	350	407	24	3
288	33	2	50	350	34	2
55	30	1	150	36	11	4
115	35	2	150	93	11	2
356	30	4	200	177	14	2
433	24	4	350	37	5	3
13	2	1	200	408	21	1
238	35	4	300	458	26	2
72	25	4	50	129	33	3
38	19	1	150	321	24	2
230	33	4	100	253	15	1
656	30	2	350	62	11	4
205	29	3	350	121	18	1
181	9	4	350	122	34	3
369	32	4	150	76	8	1
217	15	1	350	309	25	4
339	33	3	350	514	35	1
285	32	2	200	232	25	2
13	7	2	150	478	20	3
197	31	4	250	95	25	2
203	18	2	200	35	15	3
516	33	3	250	304	31	4
49	28	1	50	743	26	2
21	17	3	300	434	31	4
154	25	1	250	375	31	3
850	34	2	200	60	27	3
76	27	4	300	559	21	4
419	31	2	150	298	32	2
504	27	2	250	44	25	2
592	34	3	100	115	18	3
513	30	3	100	102	22	3
227	30	4	200	180	12	1
488	22	3	200	203	34	2
445	33	3	350	506	30	4
231	15	4	100	54	34	3
451	33	4	150	324	26	2
60	11	1	250	252	18	4
108	23	3	300	137	30	2
220	16	2	150	384	33	1
417	17	2	350	178	27	1
245	27	4	200	366	26	1
366	14	4	300	106	29	3
54	10	2	150	708	31	4
423	29	1	350	141	33	3
136	13	3	50	41	28	3
640	28	3	250	146	34	4
330	15	3	100	76	29	3
102	14	2	100	271	24	4
275	15	4	150	217	27	3
541	34	2	50	40	5	4
64	16	2	100	274	27	3
308	31	3	300	93	34	1
158	30	4	350	149	7	2
738	34	2	250	169	30	1
343	20	2	50	260	20	2
242	25	4	150	544	27	4
55	25	2	300	621	31	1
379	34	4	250	81	13	1
358	34	1	300	167	20	3
118	9	4	350	382	34	4
21	11	1	400	636	24	1
8	2	4	250	767	28	2
323	32	1	100	188	25	3
48	30	1	200	199	34	1
484	34	3	350	46	4	4
376	33	4	350	383	23	1
321	32	3	150	471	29	3
194	31	2	250	87	22	2
