8000	10000	159	31	4	150	748	34	3
500	1250	139	29	3	50	88	18	2
8000	10000	300	27	1	50	21	20	3
1000	2500	134	31	1	400	182	10	1
16000	625	123	6	1	200	104	33	1
500	2500	257	25	1	200	25	10	4
8000	5000	202	32	1	150	123	18	1
500	625	386	34	2	250	370	21	3
8000	2500	112	10	2	50	222	21	4
1000	1250	222	23	4	400	177	15	4
4000	5000	295	19	4	350	22	10	2
500	625	417	16	1	250	43	9	4
1000	20000	260	30	4	300	538	32	1
2000	20000	370	22	1	400	233	34	1
4000	5000	37	12	2	350	522	23	3
8000	10000	88	7	2	400	121	10	4
1000	20000	279	22	1	50	469	31	4
4000	5000	132	32	3	250	423	18	1
8000	20000	165	23	4	350	315	16	3
8000	625	77	6	3	50	232	34	4
16000	1250	142	21	2	400	140	26	4
1000	625	130	31	4	350	812	31	4
8000	1250	167	21	2	100	354	34	4
1000	5000	258	35	4	50	178	35	3
1000	1250	347	31	2	350	405	26	2
2000	1250	461	33	4	400	42	35	1
16000	2500	360	33	2	100	203	34	1
4000	1250	127	22	4	300	284	18	4
16000	625	37	4	2	350	45	28	4
1000	2500	239	34	4	200	34	29	4
500	10000	182	14	4	100	404	32	2
1000	20000	220	21	2	400	270	28	4
1000	2500	317	28	1	200	55	17	4
2000	10000	48	33	1	100	13	11	2
2000	2500	303	17	4	200	73	32	2
16000	10000	164	23	1	300	107	20	4
16000	5000	382	21	3	400	268	27	2
1000	625	201	10	3	150	52	19	1
8000	1250	346	16	3	100	164	31	3
4000	10000	414	33	3	400	187	31	3
4000	20000	275	32	3	50	325	31	2
1000	625	379	32	2	300	204	28	1
2000	1250	177	10	3	350	228	18	2
2000	20000	361	19	3	150	328	34	1
16000	20000	459	22	2	50	55	6	4
2000	2500	286	15	2	200	295	25	2
4000	2500	466	30	1	350	37	12	4
1000	625	196	32	2	400	578	27	4
500	1250	202	34	1	100	426	18	2
8000	10000	102	18	3	250	431	21	3
16000	5000	45	28	1	400	519	26	2
500	1250	53	25	1	200	44	17	4
1000	1250	213	16	3	250	28	27	1
16000	2500	104	10	3	350	103	31	2
8000	2500	22	2	2	150	243	22	3
8000	1250	378	35	2	150	345	19	2
500	10000	384	26	1	250	202	35	2
4000	1250	310	30	4	100	33	20	2
4000	2500	578	34	1	400	263	29	1
1000	10000	705	32	2	400	218	25	1
4000	5000	300	26	3	300	53	26	2
2000	625	237	29	3	50	219	26	4
500	625	86	7	4	200	142	30	3
2000	1250	615	31	3	100	140	15	2
4000	625	115	30	3	150	82	6	4
1000	625	378	23	4	400	351	34	1
1000	20000	391	31	2	400	252	19	1
2000	20000	359	31	3	350	32	19	4
16000	625	711	31	3	100	104	27	2
2000	10000	75	15	3	250	361	26	3
2000	625	498	26	3	350	186	33	4
1000	10000	196	26	2	300	483	28	1
4000	10000	139	14	2	350	394	29	3
500	2500	434	23	3	200	31	12	2
1000	1250	106	26	4	350	348	28	2
500	20000	38	16	4	350	158	6	1
4000	2500	24	13	2	400	220	24	3
16000	20000	449	35	4	100	169	21	1
8000	1250	426	29	4	50	350	30	1
500	20000	202	32	2	100	63	26	1
16000	10000	104	35	4	300	578	22	1
16000	10000	435	20	1	50	240	25	1
16000	2500	571	31	3	300	249	24	1
4000	625	75	10	4	400	232	25	3
8000	10000	305	13	1	150	20	3	1
1000	10000	135	10	1	100	192	31	2
1000	5000	47	10	2	100	151	21	1
4000	5000	485	22	3	200	249	31	4
16000	2500	157	28	2	350	608	26	3
1000	2500	402	26	1	300	233	20	2
1000	1250	555	34	1	350	303	30	1
500	20000	138	14	1	100	95	30	3
4000	10000	123	26	1	50	633	24	2
500	10000	505	35	1	250	40	29	4
1000	5000	246	18	4	50	152	22	1
1000	10000	358	34	4	200	478	29	3
1000	20000	112	7	2	350	35	29	2
4000	2500	43	24	3	150	300	28	4
500	20000	842	35	1	100	76	23	2
16000	2500	301	32	2	300	43	8	4
1000	625	880	35	4	400	67	15	1
2000	1250	74	30	3	350	117	11	1
1000	1250	86	23	3	50	285	25	2
16000	625	27	10	1	200	941	34	4
4000	1250	29	28	1	250	198	34	1
8000	2500	241	34	2	250	370	18	4
4000	625	244	31	1	300	275	20	4
2000	20000	112	15	4	400	105	33	4
4000	1250	304	25	2	250	453	26	1
8000	20000	50	32	3	250	414	14	4
500	5000	431	23	3	300	271	24	2
4000	20000	256	24	2	300	525	33	2
2000	20000	150	18	2	100	130	20	4
500	2500	153	9	1	50	118	16	2
16000	10000	169	31	2	400	834	34	2
8000	1250	162	9	1	300	225	18	2
500	20000	210	28	3	350	39	9	2
500	5000	125	32	3	100	132	31	4
500	5000	43	27	4	150	717	34	1
4000	625	19	8	4	300	680	34	1
4000	2500	425	27	4	300	409	26	3
500	625	727	28	3	350	70	21	3
8000	20000	119	25	1	200	753	30	4
2000	1250	177	34	4	100	372	27	1
500	1250	856	33	2	350	166	31	1
8000	20000	28	20	3	100	264	17	2
2000	1250	260	35	2	150	517	24	3
16000	1250	242	22	4	250	455	25	1
2000	10000	594	29	1	100	126	17	4
1000	5000	721	29	1	300	59	30	4
1000	625	691	35	3	150	238	24	3
8000	2500	254	34	3	50	66	16	1
500	2500	174	22	4	400	390	24	3
1000	20000	254	34	4	400	502	24	2
500	1250	134	11	4	50	444	24	2
1000	10000	535	26	2	350	211	29	3
8000	20000	388	25	1	400	324	35	4
2000	625	280	31	4	250	208	13	2
4000	1250	549	27	2	250	58	8	1
500	1250	466	34	3	50	112	22	1
500	2500	87	10	4	300	498	34	4
8000	625	109	6	2	150	68	29	4
16000	5000	4	1	1	250	477	18	4
2000	10000	410	35	2	200	31	28	2
8000	625	173	31	1	250	214	26	4
8000	20000	172	17	1	400	687	35	4
1000	625	106	15	4	200	352	16	1
16000	10000	218	22	2	350	185	18	2
16000	625	34	33	3	300	193	34	4
16000	1250	443	25	3	400	155	21	2
1000	10000	851	33	2	200	109	29	2
4000	1250	88	21	4	350	108	23	4
2000	2500	130	17	4	150	395	33	2
8000	2500	357	31	3	400	270	33	1
4000	625	228	19	4	400	361	31	4
2000	5000	223	25	2	350	275	21	4
4000	625	470	35	1	300	83	13	3
1000	1250	459	24	3	250	259	35	1
16000	1250	41	2	2	300	34	8	2
8000	5000	18	10	1	200	63	19	3
500	625	63	32	4	250	605	32	2
16000	1250	176	16	4	350	379	27	3
16000	625	281	34	3	300	136	26	2
4000	2500	54	18	3	250	104	34	2
2000	20000	128	14	2	350	525	26	4
2000	1250	85	33	2	50	635	23	1
16000	1250	187	25	1	250	125	34	2
1000	2500	609	31	2	250	129	27	1
16000	2500	290	20	2	150	230	14	1
4000	10000	35	31	3	400	836	32	2
4000	1250	358	34	2	300	560	27	2
500	1250	550	22	3	350	15	5	2
8000	625	279	29	2	50	57	8	4
8000	1250	324	35	3	200	176	23	2
16000	5000	155	23	2	350	133	6	4
4000	1250	219	29	1	150	263	17	3
16000	625	602	28	3	150	175	27	4
16000	1250	72	18	2	350	239	11	2
2000	2500	35	2	1	150	91	34	3
8000	2500	135	12	2	350	85	5	1
4000	625	45	25	4	200	437	21	3
8000	10000	36	27	1	400	626	28	1
1000	2500	193	9	2	400	218	31	3
500	625	168	35	2	200	191	9	2
8000	2500	277	15	3	150	95	18	1
500	20000	526	21	4	150	92	22	2
1000	10000	289	20	1	300	13	13	3
4000	625	446	19	4	400	7	5	2
500	2500	245	24	2	150	52	34	3
1000	10000	25	15	2	100	165	8	2
4000	5000	458	17	1	300	131	28	4
8000	10000	58	35	2	300	236	17	2
1000	5000	88	5	4	200	244	23	1
8000	10000	77	5	2	200	185	27	2
2000	625	176	28	3	50	365	24	3
500	5000	50	19	2	400	655	23	1
8000	10000	185	17	3	250	98	22	4
2000	1250	151	22	3	350	296	27	1
1000	20000	159	30	3	100	596	28	3
4000	2500	76	30	3	400	486	33	2
500	2500	426	29	4	200	27	18	2
2000	20000	55	7	1	100	528	35	4
4000	2500	98	12	3	350	348	17	2
1000	5000	657	29	2	350	89	14	2
16000	10000	40	26	1	300	301	15	1
1000	5000	441	33	4	100	66	10	2
1000	5000	69	35	3	400	331	33	1
500	625	57	21	4	150	109	35	4
4000	625	172	13	4	50	386	25	1
500	1250	141	10	4	250	77	24	2
16000	10000	404	35	1	400	37	13	1
500	2500	32	17	1	100	807	28	1
4000	5000	572	35	2	100	54	23	1
8000	5000	64	29	1	300	122	5	4
500	625	238	27	3	350	231	34	2
16000	1250	88	35	4	350	661	33	3
2000	625	268	35	2	300	94	22	2
1000	20000	248	32	1	400	37	6	4
1000	625	384	17	4	50	70	17	4
8000	20000	234	24	1	50	326	22	3
500	5000	404	34	3	50	297	18	4
500	2500	170	34	2	400	297	19	3
8000	20000	53	34	1	150	255	29	4
16000	2500	113	25	3	400	187	29	1
16000	5000	172	34	4	150	134	22	1
2000	1250	84	14	4	50	528	32	1
16000	20000	170	26	3	200	463	21	3
16000	1250	317	15	1	250	292	32	2
2000	20000	501	25	2	400	21	2	4
2000	2500	184	19	1	50	194	14	4
1000	625	726	34	4	300	124	22	2
16000	20000	655	29	4	200	186	28	3
8000	625	115	33	1	350	23	10	3
4000	2500	429	32	3	350	62	23	2
500	20000	581	28	1	250	163	16	1
4000	625	117	26	2	250	258	29	3
16000	625	184	23	4	150	378	22	1
16000	10000	78	29	4	400	480	35	4
16000	20000	68	11	1	50	47	4	2
500	1250	36	9	1	400	366	34	2
500	10000	437	23	3	150	50	5	2
4000	20000	142	34	3	50	322	18	2
4000	10000	514	27	3	150	184	34	2
500	1250	55	11	4	250	269	34	3
16000	2500	110	11	3	150	8	3	3
500	10000	224	18	3	350	281	17	3
500	1250	255	12	3	250	26	17	3
500	625	54	31	3	400	661	29	4
4000	2500	269	27	1	300	553	27	2
16000	1250	96	8	1	300	319	23	3
1000	2500	246	26	1	250	454	33	1
8000	5000	637	25	1	100	51	20	2
2000	1250	45	31	3	300	295	34	2
1000	625	145	17	1	300	81	24	2
500	10000	126	29	1	350	665	33	4
2000	2500	107	29	1	400	433	30	1
16000	625	53	30	2	200	123	30	2
2000	2500	663	34	3	350	59	31	4
16000	2500	347	18	2	50	199	27	1
16000	20000	71	19	1	250	706	28	2
1000	5000	54	21	1	400	166	30	4
4000	10000	246	22	1	150	59	18	3
8000	20000	604	28	1	400	97	33	1
2000	20000	60	11	3	400	344	31	4
16000	10000	315	20	2	300	18	5	2
2000	5000	172	35	2	50	880	34	4
4000	5000	147	27	2	100	132	20	2
8000	2500	317	21	1	350	394	31	1
500	5000	196	21	3	200	84	21	3
